Title,Year,Director,Producer,Genres,Summary,Duration,Budget,Revenue,Ratings,Vote Count,Popularity,Content Rating,Original Language,Production Companies,Production Countries,Spoken Languages,Tagline,Adult,Movie ID
Ohio Walnuts,2023,Jack Luddy,Jack Luddy,"Comedy, Documentary, Music","A feature documentary about Ohio-based artist Sparks McFly and his friends as they attempt to conceptualize, write, record, and produce a rap album over the course of just 7 days.",79,4000,0,10,1,1.472,NR,en,Bungadoo Pictures,United States of America,English,Meet your new favorite rapper.,FALSE,1099704
Magic in Mistletoe,2023,Paula Elle,,"TV Movie, Comedy, Drama, Romance","Successful yet recluse author Harrington returns to his hometown for an annual Christmas festival, where he must face his publicist there for damage control.",84,0,0,6.9,7,1.472,G,en,"Basset Hound Distribution, Timeless Pictures, Hallmark Media",Canada,English,Mr. Almost-Canceled meets his merry match.,FALSE,1180743
The Lost Chronicles,2023,Frank Palangi,,"Horror, Thriller","The terror begins for several people when nightmares become reality and they deal with stalkers, murders and monsters.",67,0,0,1.5,2,1.445,PG-13,en,Palangi Films,United States of America,,,FALSE,1083119
As We Know It,2023,Josh Monkarsh,,"Comedy, Horror, Romance, Drama","In the late '90s, James Bishop is dealing with a complicated breakup with the help of his best friend, while trying to finish his book before the impending zombie apocalypse.",84,0,0,7,3,1.439,R,en,"Buffalo 8 Productions, Revisilagi Vfx Studio, Traffic City Productions",United States of America,English,,FALSE,1194019
NCT NATION: To the World in Cinemas,2023,Oh Yun-dong,,"Music, Documentary","K-Pop boy band NCT perform their first ever live concert as a full group in Incheon, South Korea.",102,0,0,0,0,1.431,U,ko,CJ 4DFLEX,South Korea,한국어/조선말,Special thanks to our beloved NCTzens.,FALSE,1169370
DID I?,2023,Sarah Tice,,"Thriller, Mystery, Horror","Genevieve attempts to navigate her life with DID, but begins to see flashbacks of memories she had no part in creating. Nervous of how dangerous she may be, she descends into hallucinations as she gets closer to the origin of her trauma.",100,10000,0,0,0,1.43,R,en,,United States of America,English,,FALSE,1105856
K-LOVE Live at Red Rocks,2023,Steve Gilreath,,Music,"Experience the Christian music event of the year on the big screen with K-LOVE Live at Red Rocks. Captured at the iconic Red Rocks amphitheater and featuring today’s top Christian artists, hear performances by MercyMe, Zach Williams, Jeremy Camp, We the Kingdom, Anne Wilson, CAIN, MercyMe and more.",110,0,0,0,0,1.429,PG-13,en,,United States of America,English,,FALSE,1181963
I'm Thinking a lot of Thoughts Right Now,2023,Caspian Sinclair,Jared Moose,"Documentary, Drama, Romance, Family",Four friends embark on a journey to California where they discover the beauty of friendship amidst the stunning landscapes of the West.,61,1000,200,10,1,1.428,R,en,Old Money Productions,United States of America,English,Sexuality. Angst. Friendship.,FALSE,1202064
Liminal Spaces,2023,Riley James,,"Horror, Thriller","'Liminal Spaces' centers around fifteen-year-old Sarah. As the film unfolds over a single day, she and her group of friends find themselves entangled in a web of secrecy, desperation, and the haunting aftermath of a shocking event that occurred the previous night at Sarah's lake house. 'Liminal Spaces' delves deep into the tumultuous world of adolescence, where innocence clashes with the weight of responsibility and the dire consequences of irreversible actions.",85,200,0,0,0,1.42,NR,en,Movies By Riley,,English,Look What You've Done,FALSE,1150026
The Hand That Robs the Cradle,2023,Damián Romay,,"Thriller, TV Movie",A nanny discovers the little boy she's caring for was kidnapped and the couple who claim to be his parents are actually his captors.,85,0,0,7.4,5,1.419,PG-13,en,Sunshine Films,United States of America,,,FALSE,1108622
Jesse's Gift,2023,Ken Merritt,Ken Merritt,"Drama, Music",A washed up musician on the brink of losing everything finds new hope through the gift of a dying father.,105,0,0,0,0,1.415,NR,en,Off the Rails Productions,United States of America,English,You'll like him. You'll hate him. You'll love him.,FALSE,1161047
Lucky Louie,2023,Daniel Roebuck,,"Family, Comedy, Crime",A retired cop teams up with four ex-convicts and a behavioral science student to solve a fifty year old bank robbery.,108,0,0,0,0,1.411,PG,en,"Magic Bean Entertainment, Drewlin Productions, The Marlowe-Pugnetti Company",United States of America,English,They needed FAITH to solve the crime of the century.,FALSE,1119257
Hello Dankness,2023,Soda Jerk,Soda Jerk,"Comedy, Music, Drama","Comprised entirely of hundreds of pirated film samples, Hello Dankness is a bent suburban musical that bears witness to the psychotropic cultural spectacle of the period 2016 to 2021. Set in the American suburbs, the film follows a neighbourhood through these years as consensus reality disintegrates into conspiracies and other political contagions. Part political satire, zombie stoner film, and Greek tragedy, the work is also informed by the encrypted memetics of contemporary internet culture.",70,0,0,0,0,1.407,NR,en,"Soda Jerk, Adelaide Film Festival Investment Fund",Australia,English,,FALSE,1037129
Do Not Disturb,2023,John Ainslie,Rechna Varma,Horror,"Chloe and Jack travel to Miami for their honeymoon. Amidst the flashy neon and sunny beaches, they decide that a peyote experience will strengthen their marriage. Unbeknownst to them, they've been given a rare and powerful strand that awakens a desire to eat human flesh. Confronting their toxic relationship, their suite becomes a den of love, lust and resentment as she realizes that the only way to escape this troubled marriage to an emotionally abusive husband is to literally consume him.",93,0,0,0,0,1.403,NR,en,,,English,Love is all-consuming.,FALSE,882162
Jones Plantation,2023,Andrew Treglia,,Drama,"On a cotton plantation in Puerto Rico, the slaves are growing restless and rebellious, and attempts to crush the resistance by brute force have only made things worse. The owner, Mr. Jones, fears not only losing his plantation but also his life.",110,30000,0,7.3,3,1.402,PG,en,"Drew Media, Vigilante Films",United States of America,English,We All Live On Jones Plantation.,FALSE,1126273
Blood Lust,2023,Christopher McCleod,Chris Helton,Horror,"A vampire who works at a blood bank meets a detective investigating blood-draining murders, she must choose between revealing her true nature and keeping her secrets safe, even as her own desires become increasingly hard to resist.",71,10,0,4,1,1.4,NR,en,Silver Line Films,United States of America,English,,FALSE,1257380
Frankenspy,2023,Dean McKendrick,Charles Band,Science Fiction,"When a fellow operative who also happens to be a misunderstood genius revives her corpse and gives Jill a new lease on un-life, she vows to take down the international criminal organization that infiltrated her agency and gunned her down. But her reanimated body isn’t what it used to be, and Jill the Frankenspy will have to contend with erratic limbs and a rotting brain.",67,0,0,1,1,1.399,NR,en,Surrender Cinema,United States of America,English,,FALSE,1187766
A Southern Haunting,2023,T. Huff,Ashleigh Akilah Rucker,"Horror, Thriller","After receiving 40-acres, an ex-slave family battles man and myth to uncover the truth behind their land.",93,0,0,6.2,4,1.398,15,en,Luminary Creative,United States of America,English,,FALSE,1092365
Morgan's Mask,2023,Trevor Rigby,Carolina Ravassa,Drama,"Stuck inside during quarantine, a cosplayer's world begins to fall apart. With nowhere to go, she turns within to find the answers.",108,0,0,2,1,1.397,NR,en,Cranked Up Films,United States of America,"English, Español",,FALSE,1097245
May The Lord Watch: The Little Brother Story,2023,Holland Randolph Gallagher,Phonte Coleman,Documentary,"May the Lord Watch follows the rise, breakup, and reunion of Little Brother, detailing the vast impact of the preeminent 2000’s rap group.",100,0,0,0,0,1.393,NR,en,"Rap Portraits, Imagine Nation Music",,English,,FALSE,957053
Grandad,2023,Matthew Winstead,,Documentary,"Follow the tender and fascinating life of Mallory B. Winstead, the fearless and visionary army veteran and family man.",158,0,0,8,1,1.386,NR,en,Studio 29 Films,,English,,FALSE,1211761
My Christmas Guide,2023,Max McGuire,,"TV Movie, Comedy, Romance, Drama",A college professor connects with a guide dog trainer after losing his eyesight and adopting a seeing eye dog.,84,0,0,7.9,10,1.386,G,en,Johnson Production Group,Canada,English,,FALSE,1180661
Heir of the Witch,2023,Victoria U Bell,Jamie McLeod-Ross,Horror,"An underprivileged seamstress, haunted by her past, seeks love and acceptance in high society but is faced with the curse from her evil roots.",95,0,0,3,4,1.382,15,en,"Electric Films, Empire Studios (II), Pasha Entertainment","United Kingdom, United States of America",English,,FALSE,981006
A Place in the Field,2023,Nikki Mejia,Niyah Edwards,Drama,Veteran Gio Scuderi receives a package that sends him on a road trip to fulfill a promise and confront his trauma.,82,0,0,0,0,1.372,R,en,"Grindstone Entertainment Group, We Have Fun Entertainment, Mutually Inclusive Media, Tomorrowland Productions, Sonder Pictures",United States of America,English,,FALSE,941398
I Am Somebody,2023,Jamillah van der Hulst,,,"An extraordinary film about six children who are chosen to represent their country at the Street Child World Cup in Qatar. Coming from Brazil Bangladesh, Pakistan and Palestine, from refugee camps to living on the street, the chance to take part in this tournament unites them. The United Nations has estimated that there are around 100 million street-connected children worldwide, and the tournament is a chance to raise awareness and provide support. The World Cup is a chance for these young people to meet other children who share similar life experiences, empower each other with confidence, and provide them with a chance to play sports, get involved in creative activities, and find a shared joy in being together.",96,0,0,0,0,1.372,PG,en,,"Netherlands, Pakistan, United States of America","العربية, বাংলা, English, Português, اردو",,FALSE,1183430
Scary Tales: Dead Zone,2023,Geno McGahee,,Horror,"A couple on a drive end up in lost deep in the woods. When their car runs out of gas, they walk and discover a house in the middle of nowhere. Inside, a strange man with an interesting past has some tales to tell but the creatures in the stories won't stay on the paper. From the Muffin Man to aliens, a world of horror comes to life and there is no way out of the dead zone.",83,0,0,4.333,3,1.371,R,en,,,English,Getting lost has never been more deadly,FALSE,1188598
TikTok: In the Mix,2023,Hamish Hamilton,,Music,"TikTok's first-ever live global music event for fans, featuring some of the world's biggest genre-defining artists and bringing to life the music, trends and experiences that the TikTok community enjoy and create every day.",61,0,0,5.2,4,1.354,R,en,"GroupM Motion Entertainment, TikTok, Done+Dusted",United States of America,"English, Português, Español",The music experience from TikTok.,FALSE,1216611
